Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Type,Cost,Image URL
1,0,Akroma's Vengeance,Commander 2020,74,Mint,English,,,,,,,,$0.00,Sorcery,{4}{W}{W},https://deckbox.org/system/images/mtg/cards/2012071.jpg
1,0,"Akroma, Angel of Fury",Planar Chaos,94,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Angel,{5}{R}{R}{R},https://deckbox.org/system/images/mtg/cards/122432.jpg
1,0,"Akroma, Angel of Wrath",Commander 2020,73,Mint,English,,,,,,,,$0.00,Legendary Creature - Angel,{5}{W}{W}{W},https://deckbox.org/system/images/mtg/cards/2012070.jpg
1,0,Aladdin,Chronicles,44,Near Mint,English,,,,,,,,$0.00,Creature - Human Rogue,{2}{R}{R},https://deckbox.org/system/images/mtg/cards/2840.jpg
1,0,Alchemist's Greeting,Commander 2019,133,Mint,English,,,,,,,,$0.00,Sorcery,{4}{R},https://deckbox.org/system/images/mtg/cards/470679.jpg
1,0,Alchemist's Vial,Magic Origins,220,Mint,English,,,,,,,,$0.00,Artifact,{2},https://deckbox.org/system/images/mtg/cards/398640.jpg
1,0,Aleatory,Mirage,155,Near Mint,English,,,,,,,,$0.00,Instant,{1}{R},https://deckbox.org/system/images/mtg/cards/3426.jpg
1,0,"Alela, Artful Provocateur",Throne of Eldraine,324,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Faerie Warlock,{1}{W}{U}{B},https://deckbox.org/system/images/mtg/cards/2005564.jpg
1,0,"Alena, Kessig Trapper",Commander Legends,160,Mint,English,,,,,,,,$0.00,Legendary Creature - Human Scout,{4}{R},https://deckbox.org/system/images/mtg/cards/2015866.jpg
1,0,"Alesha, Who Smiles at Death",Commander 2020,143,Mint,English,,,,,,,,$0.00,Legendary Creature - Human Warrior,{2}{R},https://deckbox.org/system/images/mtg/cards/2012140.jpg
1,0,"Alesha, Who Smiles at Death",Fate Reforged,90,Mint,English,,,,,,,,$0.00,Legendary Creature - Human Warrior,{2}{R},https://deckbox.org/system/images/mtg/cards/391787.jpg
1,0,Alexi's Cloak,Prophecy,29,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{U},https://deckbox.org/system/images/mtg/cards/24579.jpg
1,0,"Alexi, Zephyr Mage",Prophecy,28,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Human Spellshaper,{3}{U}{U},https://deckbox.org/system/images/mtg/cards/24591.jpg
1,0,Algae Gharial,Shards of Alara,123,Mint,English,,,,,,,,$0.00,Creature - Crocodile,{3}{G},https://deckbox.org/system/images/mtg/cards/174986.jpg
1,0,Alhammarret's Archive,Commander 2021,233,Mint,English,,,,,,,,$0.00,Legendary Artifact,{5},https://deckbox.org/system/images/mtg/cards/2018676.jpg
1,0,"Alharu, Solemn Ritualist",Commander Legends,4,Mint,English,,,,,,,,$0.00,Legendary Creature - Human Monk,{4}{W},https://deckbox.org/system/images/mtg/cards/2015710.jpg
1,0,"Alibou, Ancient Witness",Commander 2021,7,Mint,English,,,,,,,,$0.00,Legendary Artifact Creature - Golem,{3}{R}{W},https://deckbox.org/system/images/mtg/cards/2018450.jpg
1,0,Aligned Hedron Network,Battle for Zendikar,222,Mint,English,,,,,,,,$0.00,Artifact,{4},https://deckbox.org/system/images/mtg/cards/401807.jpg
1,0,All Suns' Dawn,Fifth Dawn,81,Near Mint,English,,,,,,,,$0.00,Sorcery,{4}{G},https://deckbox.org/system/images/mtg/cards/51221.jpg
1,0,All Suns' Dawn,Fifth Dawn,81,Mint,English,,,,,,,,$0.00,Sorcery,{4}{G},https://deckbox.org/system/images/mtg/cards/51221.jpg
2,0,All That Glitters,Throne of Eldraine,2,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{W},https://deckbox.org/system/images/mtg/cards/2005242.jpg
2,0,Allay,Exodus,1,Mint,English,,,,,,,,$0.00,Instant,{1}{W},https://deckbox.org/system/images/mtg/cards/6036.jpg
1,0,Alley Evasion,Aether Revolt,6,Mint,English,,,,,,,,$0.00,Instant,{W},https://deckbox.org/system/images/mtg/cards/423673.jpg
1,0,Allied Assault,Zendikar Rising,1,Mint,English,,,,,,,,$0.00,Instant,{2}{W},https://deckbox.org/system/images/mtg/cards/2014520.jpg
1,0,Allied Reinforcements,Oath of the Gatewatch,15,Mint,English,,,,,,,,$0.00,Sorcery,{3}{W},https://deckbox.org/system/images/mtg/cards/407525.jpg
1,0,Alluring Siren,Magic 2012,42,Mint,English,,,,,,,,$0.00,Creature - Siren,{1}{U},https://deckbox.org/system/images/mtg/cards/245188.jpg
1,0,Ally Encampment,Battle for Zendikar,228,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/401808.jpg
3,3,Alms Beast,Gatecrash,141,Near Mint,English,,,,,,,,$0.00,Creature - Beast,{2}{W}{B},https://deckbox.org/system/images/mtg/cards/366402.jpg
4,0,Alms of the Vein,Shadows over Innistrad,98,Mint,English,,,,,,,,$0.00,Sorcery,{2}{B},https://deckbox.org/system/images/mtg/cards/409845.jpg
1,0,Alpha Authority,Gatecrash,114,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{G},https://deckbox.org/system/images/mtg/cards/366325.jpg
1,0,Alpha Brawl,Dark Ascension,82,Near Mint,English,foil,,,,,,,$0.00,Sorcery,{6}{R}{R},https://deckbox.org/system/images/mtg/cards/262657.jpg
1,0,Alpha Status,Scourge,110,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{2}{G},https://deckbox.org/system/images/mtg/cards/35409.jpg
1,0,Alpine Guide,Modern Horizons,117,Mint,English,,,,,,,,$0.00,Snow Creature - Human Scout,{2}{R},https://deckbox.org/system/images/mtg/cards/464066.jpg
2,0,Alpine Meadow,Kaldheim,248,Mint,English,,,,,,,,$0.00,Snow Land - Mountain Plains,"",https://deckbox.org/system/images/mtg/cards/2017045.jpg
1,0,Alpine Moon,Core Set 2019,128,Near Mint,English,,,,,,,,$0.00,Enchantment,{R},https://deckbox.org/system/images/mtg/cards/447264.jpg
1,0,"Alrund, God of the Cosmos // Hakka, Whispering Raven",Kaldheim,40,Mint,English,,,,,,,,$0.00,Legendary Creature - God // Legendary Creature - Bird,,https://deckbox.org/system/images/mtg/cards/2016827.jpg
1,0,Alseid of Life's Bounty,Theros Beyond Death,1,Near Mint,English,,,,,,,,$0.00,Enchantment Creature  - Nymph,{W},https://deckbox.org/system/images/mtg/cards/476252.jpg
1,0,Altar of Dementia,Modern Horizons,218,Mint,English,,,,,,,,$0.00,Artifact,{2},https://deckbox.org/system/images/mtg/cards/464167.jpg
2,0,Altar of the Lost,Dark Ascension,144,Mint,English,,,,,,,,$0.00,Artifact,{3},https://deckbox.org/system/images/mtg/cards/262846.jpg
2,0,Altar of the Pantheon,Theros Beyond Death,231,Mint,English,,,,,,,,$0.00,Artifact,{3},https://deckbox.org/system/images/mtg/cards/476482.jpg
1,0,Altar's Reap,Arena New Player Experience,24,Mint,English,,,,,,,,$0.00,Instant,{1}{B},https://deckbox.org/system/images/mtg/cards/2004503.jpg
2,0,Altar's Reap,Magic 2014 Core Set,84,Mint,English,,,,,,,,$0.00,Instant,{1}{B},https://deckbox.org/system/images/mtg/cards/370677.jpg
1,0,Altar's Reap,Battle for Zendikar,103,Mint,English,,,,,,,,$0.00,Instant,{1}{B},https://deckbox.org/system/images/mtg/cards/401809.jpg
2,0,Altered Ego,Shadows over Innistrad,241,Near Mint,English,,,,,,,,$0.00,Creature - Shapeshifter,{X}{2}{G}{U},https://deckbox.org/system/images/mtg/cards/410005.jpg
1,0,"Amareth, the Lustrous",Commander Legends,266,Mint,English,,,,,,,,$0.00,Legendary Creature - Dragon,{3}{G}{W}{U},https://deckbox.org/system/images/mtg/cards/2015972.jpg
1,0,Amass the Components,Iconic Masters,41,Mint,English,,,,,,,,$0.00,Sorcery,{3}{U},https://deckbox.org/system/images/mtg/cards/2000428.jpg
1,0,Ambassador Oak,Morningtide,113,Mint,English,,,,,,,,$0.00,Creature - Treefolk Warrior,{3}{G},https://deckbox.org/system/images/mtg/cards/152998.jpg
1,0,Ambition's Cost,Commander 2017,95,Near Mint,English,,,,,,,,$0.00,Sorcery,{3}{B},https://deckbox.org/system/images/mtg/cards/433027.jpg
1,0,Ambition's Cost,Commander 2017,95,Mint,English,,,,,,,,$0.00,Sorcery,{3}{B},https://deckbox.org/system/images/mtg/cards/433027.jpg
1,0,Ambition's Cost,Commander 2020,129,Mint,English,,,,,,,,$0.00,Sorcery,{3}{B},https://deckbox.org/system/images/mtg/cards/2012126.jpg
1,0,Ambition's Cost,Kaldheim Commander,47,Mint,English,,,,,,,,$0.00,Sorcery,{3}{B},https://deckbox.org/system/images/mtg/cards/508337.jpg
1,0,Ambition's Cost,Commander 2021,134,Mint,English,,,,,,,,$0.00,Sorcery,{3}{B},https://deckbox.org/system/images/mtg/cards/2018577.jpg
1,0,Ambush Krotiq,Fate Reforged,122,Mint,English,,,,,,,,$0.00,Creature - Insect,{5}{G},https://deckbox.org/system/images/mtg/cards/391789.jpg
1,0,Ambush Viper,Commander Legends,213,Mint,English,,,,,,,,$0.00,Creature - Snake,{1}{G},https://deckbox.org/system/images/mtg/cards/2015919.jpg
2,0,Ambush Viper,Innistrad,169,Mint,English,,,,,,,,$0.00,Creature - Snake,{1}{G},https://deckbox.org/system/images/mtg/cards/220644.jpg
2,1,Aminatou's Augury,Commander 2018,6,Near Mint,English,,,,,,,,$0.00,Sorcery,{6}{U}{U},https://deckbox.org/system/images/mtg/cards/450607.jpg
2,0,"Aminatou, the Fateshifter",Commander 2018,37,Near Mint,English,,,,,,,,$0.00,Legendary Planeswalker - Aminatou,{W}{U}{B},https://deckbox.org/system/images/mtg/cards/450638.jpg
3,1,Amoeboid Changeling,Lorwyn,51,Near Mint,English,,,,,,,,$0.00,Creature - Shapeshifter,{1}{U},https://deckbox.org/system/images/mtg/cards/140339.jpg
1,0,Amoeboid Changeling,Lorwyn,51,Mint,English,,,,,,,,$0.00,Creature - Shapeshifter,{1}{U},https://deckbox.org/system/images/mtg/cards/140339.jpg
1,0,Amorphous Axe,Modern Horizons,219,Near Mint,English,,,,,,,,$0.00,Artifact - Equipment,{2},https://deckbox.org/system/images/mtg/cards/464168.jpg
1,0,Amphin Mutineer,Commander Legends,55,Mint,English,,,,,,,,$0.00,Creature - Salamander Pirate,{3}{U},https://deckbox.org/system/images/mtg/cards/2015761.jpg
1,0,Amrou Scout,Modern Masters,2,Mint,English,,,,,,,,$0.00,Creature - Kithkin Rebel Scout,{1}{W},https://deckbox.org/system/images/mtg/cards/370571.jpg
1,0,"Anafenza, Kin-Tree Spirit",Dragons of Tarkir,2,Mint,English,,,,,,,,$0.00,Legendary Creature - Spirit Soldier,{W}{W},https://deckbox.org/system/images/mtg/cards/394490.jpg
1,0,"Anara, Wolvid Familiar",Commander Legends,214,Mint,English,,,,,,,,$0.00,Legendary Creature - Wolf Beast,{3}{G},https://deckbox.org/system/images/mtg/cards/2015920.jpg
1,0,Anarchist,Odyssey,173,Mint,English,,,,,,,,$0.00,Creature - Human Wizard,{4}{R},https://deckbox.org/system/images/mtg/cards/29758.jpg
1,0,Anathemancer,Alara Reborn,33,Near Mint,English,,,,,,,,$0.00,Creature - Zombie Wizard,{1}{B}{R},https://deckbox.org/system/images/mtg/cards/179538.jpg
1,0,Anathemancer,Alara Reborn,33,Mint,English,,,,,,,,$0.00,Creature - Zombie Wizard,{1}{B}{R},https://deckbox.org/system/images/mtg/cards/179538.jpg
1,0,Anax and Cymede,Theros,186,Mint,English,,,,,,,,$0.00,Legendary Creature - Human Soldier,{1}{R}{W},https://deckbox.org/system/images/mtg/cards/373530.jpg
1,0,"Anax, Hardened in the Forge",Theros Beyond Death,125,Mint,English,,,,,,,,$0.00,Legendary Enchantment Creature  - Demigod,{1}{R}{R},https://deckbox.org/system/images/mtg/cards/476376.jpg
1,1,Ancestral Blade,Commander Legends,5,Mint,English,,,,,,,,$0.00,Artifact - Equipment,{1}{W},https://deckbox.org/system/images/mtg/cards/2015711.jpg
1,0,Ancestral Blade,Core Set 2020,3,Mint,English,,,,,,,,$0.00,Artifact - Equipment,{1}{W},https://deckbox.org/system/images/mtg/cards/466757.jpg
1,0,Ancestral Mask,Mercadian Masques,229,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{2}{G},https://deckbox.org/system/images/mtg/cards/19634.jpg
1,0,Ancestral Statue,Dragons of Tarkir,234,Mint,English,,,,,,,,$0.00,Artifact Creature - Golem,{4},https://deckbox.org/system/images/mtg/cards/394491.jpg
1,0,Ancestral Vengeance,Fate Reforged,61,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{B}{B},https://deckbox.org/system/images/mtg/cards/391790.jpg
3,0,Ancient Animus,Dominaria,154,Mint,English,,,,,,,,$0.00,Instant,{1}{G},https://deckbox.org/system/images/mtg/cards/443042.jpg
1,0,Ancient Craving,Commander 2021,135,Mint,English,,,,,,,,$0.00,Sorcery,{3}{B},https://deckbox.org/system/images/mtg/cards/2018578.jpg
1,0,Ancient Den,Commander 2021,276,Mint,English,,,,,,,,$0.00,Artifact Land,,https://deckbox.org/system/images/mtg/cards/2018719.jpg
1,0,Ancient Greenwarden,Zendikar Rising,178,Mint,English,,,,,,,,$0.00,Creature - Elemental,{4}{G}{G},https://deckbox.org/system/images/mtg/cards/2014721.jpg
1,0,Ancient Grudge,Modern Masters 2017 Edition,88,Mint,English,,,,,,,,$0.00,Instant,{1}{R},https://deckbox.org/system/images/mtg/cards/425913.jpg
1,0,Ancient Stone Idol,Commander 2018,53,Mint,English,,,,,,,,$0.00,Artifact Creature - Golem,{10},https://deckbox.org/system/images/mtg/cards/450654.jpg
1,0,Angel of Despair,Ravnica Allegiance Guild Kit,37,Mint,English,,,,,,,,$0.00,Creature - Angel,{3}{W}{W}{B}{B},https://deckbox.org/system/images/mtg/cards/2004173.jpg
1,0,Angel of Finality,Commander 2013,4,Near Mint,English,,,,,,,,$0.00,Creature - Angel,{3}{W},https://deckbox.org/system/images/mtg/cards/376243.jpg
1,0,Angel of Finality,Commander 2020,75,Mint,English,,,,,,,,$0.00,Creature - Angel,{3}{W},https://deckbox.org/system/images/mtg/cards/2012072.jpg
1,1,Angel of Finality,Kaldheim Commander,17,Mint,English,,,,,,,,$0.00,Creature - Angel,{3}{W},https://deckbox.org/system/images/mtg/cards/508307.jpg
1,0,Angel of Glory's Rise,Media Inserts,59,Near Mint,English,,,,,,,,$0.00,Creature - Angel,{5}{W}{W},https://deckbox.org/system/images/mtg/cards/1000705.jpg
1,0,Angel of Sanctions,Commander 2019,61,Mint,English,,,,,,,,$0.00,Creature - Angel,{3}{W}{W},https://deckbox.org/system/images/mtg/cards/470607.jpg
1,1,Angel of Sanctions,Commander 2019,61,Near Mint,English,,,,,,,,$0.00,Creature - Angel,{3}{W}{W},https://deckbox.org/system/images/mtg/cards/470607.jpg
1,0,Angel of Serenity,Kaldheim Commander,18,Mint,English,,,,,,,,$0.00,Creature - Angel,{4}{W}{W}{W},https://deckbox.org/system/images/mtg/cards/508308.jpg
1,0,Angel of Serenity,Commander 2021,83,Mint,English,,,,,,,,$0.00,Creature - Angel,{4}{W}{W}{W},https://deckbox.org/system/images/mtg/cards/2018526.jpg
1,0,Angel of the Dawn,Core Set 2019,7,Mint,English,,,,,,,,$0.00,Creature - Angel,{4}{W},https://deckbox.org/system/images/mtg/cards/447143.jpg
1,0,Angel of the Ruins,Commander 2021,11,Mint,English,,,,,,,,$0.00,Artifact Creature - Angel,{5}{W}{W},https://deckbox.org/system/images/mtg/cards/2018454.jpg
1,0,Angel of Vitality,Core Set 2020,4,Near Mint,English,,,,,,,,$0.00,Creature - Angel,{2}{W},https://deckbox.org/system/images/mtg/cards/466758.jpg
1,0,Angel's Feather,Magic 2010,206,Mint,English,,,,,,,,$0.00,Artifact,{2},https://deckbox.org/system/images/mtg/cards/191245.jpg
1,0,Angelheart Protector,Zendikar Rising,3,Mint,English,foil,,,,,,,$0.00,Creature - Human Cleric,{2}{W},https://deckbox.org/system/images/mtg/cards/2014522.jpg
1,0,Angelheart Vial,Rise of the Eldrazi,215,Mint,English,,,,,,,,$0.00,Artifact,{5},https://deckbox.org/system/images/mtg/cards/193436.jpg
1,0,Angelic Accord,Iconic Masters,7,Near Mint,English,,,,,,,,$0.00,Enchantment,{3}{W},https://deckbox.org/system/images/mtg/cards/2000394.jpg
1,0,Angelic Armaments,Commander Legends,296,Mint,English,,,,,,,,$0.00,Artifact - Equipment,{3},https://deckbox.org/system/images/mtg/cards/2016002.jpg
1,0,Angelic Captain,Battle for Zendikar,208,Mint,English,,,,,,,,$0.00,Creature - Angel Ally,{3}{R}{W},https://deckbox.org/system/images/mtg/cards/401811.jpg
1,0,Angelic Exaltation,Ravnica Allegiance,2,Mint,English,,,,,,,,$0.00,Enchantment,{3}{W},https://deckbox.org/system/images/mtg/cards/457146.jpg
1,0,Angelic Exaltation,Ravnica Allegiance,2,Near Mint,English,,,,,,,,$0.00,Enchantment,{3}{W},https://deckbox.org/system/images/mtg/cards/457146.jpg
1,0,Angelic Gift,Commander Legends,7,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{W},https://deckbox.org/system/images/mtg/cards/2015713.jpg
1,0,Angelic Overseer,Innistrad,3,Mint,English,,,,,,,,$0.00,Creature - Angel,{3}{W}{W},https://deckbox.org/system/images/mtg/cards/220370.jpg
1,0,Angelic Page,Urza's Saga,4,Mint,English,,,,,,,,$0.00,Creature - Angel Spirit,{1}{W},https://deckbox.org/system/images/mtg/cards/5781.jpg
1,0,Angelic Page,Urza's Saga,4,Near Mint,English,,,,,,,,$0.00,Creature - Angel Spirit,{1}{W},https://deckbox.org/system/images/mtg/cards/5781.jpg
1,0,Angelic Purge,Shadows over Innistrad,3,Mint,English,,,,,,,,$0.00,Sorcery,{2}{W},https://deckbox.org/system/images/mtg/cards/409739.jpg
1,0,Angelic Renewal,Ultimate Masters,10,Mint,English,,,,,,,,$0.00,Enchantment,{1}{W},https://deckbox.org/system/images/mtg/cards/2003410.jpg
1,0,Angelic Shield,Invasion,228,Mint,English,,,,,,,,$0.00,Enchantment,{W}{U},https://deckbox.org/system/images/mtg/cards/23177.jpg
1,0,Angelic Wall,Avacyn Restored,4,Mint,English,,,,,,,,$0.00,Creature - Wall,{1}{W},https://deckbox.org/system/images/mtg/cards/278065.jpg
1,0,Anger,Ultimate Masters,122,Mint,English,,,,,,,,$0.00,Creature - Incarnation,{3}{R},https://deckbox.org/system/images/mtg/cards/2003522.jpg
1,0,Anger of the Gods,Theros,112,Mint,English,,,,,,,,$0.00,Sorcery,{1}{R}{R},https://deckbox.org/system/images/mtg/cards/373604.jpg
1,0,Angler Turtle,M19 Gift Pack Promos,2,Mint,English,,,,,,,,$0.00,Creature - Turtle,{5}{U}{U},https://deckbox.org/system/images/mtg/cards/456517.jpg
1,0,Angrath's Ambusher,Rivals of Ixalan,202,Mint,English,,,,,,,,$0.00,Creature - Orc Pirate,{2}{B},https://deckbox.org/system/images/mtg/cards/441896.jpg
2,1,Angrath's Fury,Rivals of Ixalan,204,Near Mint,English,,,,,,,,$0.00,Sorcery,{3}{B}{R},https://deckbox.org/system/images/mtg/cards/441898.jpg
1,0,Angrath's Marauders,Ixalan,132,Mint,English,,,,,,,,$0.00,Creature - Human Pirate,{5}{R}{R},https://deckbox.org/system/images/mtg/cards/435286.jpg
1,0,Angrath's Rampage,War of the Spark,185,Mint,English,,,,,,,,$0.00,Sorcery,{B}{R},https://deckbox.org/system/images/mtg/cards/461112.jpg
2,1,"Angrath, Captain of Chaos",War of the Spark,227,Mint,English,,,,,,,,$0.00,Legendary Planeswalker - Angrath,{2}{BR}{BR},https://deckbox.org/system/images/mtg/cards/461154.jpg
1,0,"Angrath, Minotaur Pirate",Rivals of Ixalan,201,Near Mint,English,,,,,,,,$0.00,Legendary Planeswalker - Angrath,{4}{B}{R},https://deckbox.org/system/images/mtg/cards/441895.jpg
1,0,Animate Artifact,Revised Edition,48,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{3}{U},https://deckbox.org/system/images/mtg/cards/1190.jpg
1,0,Animating Faerie // Bring to Life,Throne of Eldraine,38,Mint,English,,,,,,,,$0.00,Creature - Faerie // Sorcery - Adventure,{2}{U},https://deckbox.org/system/images/mtg/cards/2005278.jpg
2,1,Animation Module,Kaladesh,194,Mint,English,,,,,,,,$0.00,Artifact,{1},https://deckbox.org/system/images/mtg/cards/417767.jpg
1,0,Animist's Awakening,Commander 2020,166,Mint,English,,,,,,,,$0.00,Sorcery,{X}{G},https://deckbox.org/system/images/mtg/cards/2012163.jpg
1,0,Anje Falkenrath,Commander 2019,37,Mint,English,,,,,,,,$0.00,Legendary Creature - Vampire,{1}{B}{R},https://deckbox.org/system/images/mtg/cards/470583.jpg
1,0,Anje's Ravager,Commander 2019,22,Near Mint,English,,,,,,,,$0.00,Creature - Vampire Berserker,{2}{R},https://deckbox.org/system/images/mtg/cards/470568.jpg
1,0,Ankle Shanker,Khans of Tarkir,164,Mint,English,,,,,,,,$0.00,Creature - Goblin Berserker,{2}{R}{W}{B},https://deckbox.org/system/images/mtg/cards/386477.jpg
2,0,Annoyed Altisaur,Commander Legends,216,Mint,English,,,,,,,,$0.00,Creature - Dinosaur,{5}{G}{G},https://deckbox.org/system/images/mtg/cards/2015922.jpg
1,0,Annul,Theros,38,Mint,English,,,,,,,,$0.00,Instant,{U},https://deckbox.org/system/images/mtg/cards/373584.jpg
1,0,Annul,Kaldheim,42,Mint,English,,,,,,,,$0.00,Instant,{U},https://deckbox.org/system/images/mtg/cards/2016830.jpg
1,0,Anoint,Tempest,215,Near Mint,English,,,,,,,,$0.00,Instant,{W},https://deckbox.org/system/images/mtg/cards/4859.jpg
1,0,Anointer of Valor,Commander Legends,8,Mint,English,,,,,,,,$0.00,Creature - Angel,{5}{W},https://deckbox.org/system/images/mtg/cards/2015714.jpg
1,0,Anointer Priest,Amonkhet,3,Mint,English,,,,,,,,$0.00,Creature - Human Cleric,{1}{W},https://deckbox.org/system/images/mtg/cards/426705.jpg
1,0,"Anowon, the Ruin Thief",Zendikar Rising Commander,1,Mint,English,,,,,,,,$0.00,Legendary Creature - Vampire Rogue,{2}{U}{B},https://deckbox.org/system/images/mtg/cards/2015098.jpg
1,1,"Anthousa, Setessan Hero",Theros,149,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Human Warrior,{3}{G}{G},https://deckbox.org/system/images/mtg/cards/373671.jpg
1,0,Anticipate,Battle for Zendikar,69,Mint,English,,,,,,,,$0.00,Instant,{1}{U},https://deckbox.org/system/images/mtg/cards/401813.jpg
1,0,Anticipate,Core Set 2019,44,Mint,English,,,,,,,,$0.00,Instant,{1}{U},https://deckbox.org/system/images/mtg/cards/447180.jpg
2,0,Anticognition,Zendikar Rising,45,Mint,English,,,,,,,,$0.00,Instant,{1}{U},https://deckbox.org/system/images/mtg/cards/2014570.jpg
1,0,Antler Skulkin,Eventide,167,Mint,English,,,,,,,,$0.00,Artifact Creature - Scarecrow,{5},https://deckbox.org/system/images/mtg/cards/158293.jpg
1,0,Apathy,Weatherlight,33,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{U},https://deckbox.org/system/images/mtg/cards/4479.jpg
2,1,Apex Altisaur,Commander 2019,31,Near Mint,English,,,,,,,,$0.00,Creature - Dinosaur,{7}{G}{G},https://deckbox.org/system/images/mtg/cards/470577.jpg
1,0,Apex Hawks,Worldwake,2,Mint,English,,,,,,,,$0.00,Creature - Bird,{2}{W},https://deckbox.org/system/images/mtg/cards/197769.jpg
1,0,Apex of Power,Commander 2021,158,Mint,English,,,,,,,,$0.00,Sorcery,{7}{R}{R}{R},https://deckbox.org/system/images/mtg/cards/2018601.jpg
1,0,Aphetto Alchemist,Onslaught,64,Mint,English,,,,,,,,$0.00,Creature - Human Wizard,{1}{U},https://deckbox.org/system/images/mtg/cards/39530.jpg
2,0,Aphetto Dredging,Onslaught,125,Near Mint,English,,,,,,,,$0.00,Sorcery,{3}{B},https://deckbox.org/system/images/mtg/cards/39704.jpg
